Interactor_A	Interactor_B
ITSN1	ARHGAP31
ITSN1	PIK3AP1
ITSN1	WBP11
UBE2V2	RNF144A
XIAP	UBE2V2
UBE2V2	RIF1
UBE2V2	MALSU1
RNF2	UBE2V2
STK11	NUAK1
STK11	BAG4
STK11	STIP1
PRKAA2	STK11
STK11	YWHAG
STK11	YWHAH
STK11	PTGES3
STK11	CDC37
STK11	WDR48
STK11	PARD3
AP2M1	STK11
STK11	MARK4
STK11	STRADB
STK11	WDR6
STK11	STUB1
STK11	CAB39
STXBP2	BAG2
PPP1CC	CCDC85B
TP53BP2	CCDC85B
CCDC85B	FAM208B
CCDC85B	FAM214B
CCDC85B	KANSL1
CCDC85B	PPP1R13B
CCDC85B	ENKD1
CCDC85B	MOB1A
CCDC85B	PIDD1
CCDC85B	MOB4
VAMP3	SCAMP5
NEDD8	TP53
NEDD8	SHFM1
NEDD8	COPS6
NEDD8	FBXO11
NEDD8	STON2
NEDD8	COPS5
NEDD8	USP13
NEDD8	CUL5
NEDD8	USP25
BIRC5	USF2
NPM1	USF2
USF1	USF2
FUS	USF2
RPL3	USF2
RELA	USF2
USF2	PTP4A2
VPS72	KAT5
PRMT1	VPS72
VPS72	MRGBP
VPS72	RUVBL2
VPS72	RUVBL1
RAB11B	OLFM2
FN1	RAB11B
H2AFX	RAB11B
RAB11B	TBC1D14
EZH2	MAP3K7
EZH2	KDM1A
EZH2	PFDN1
EZH2	RPS6KA5
ATP1B1	EZH2
ERG	EZH2
EZH2	RASA1
EZH2	PML
BRCA1	EZH2
CSNK2B	EZH2
CDK6	EZH2
EZH2	MAPK8IP2
EZH2	HLX
DDB1	EZH2
EZH2	ASXL1
EZH2	SIRT1
EZH2	RNF2
EZH2	C7orf25
EZH2	TAF1D
DNMT3B	EZH2
DNMT3A	EZH2
ZFHX3	MYC
VCAM1	ZYX
PPIB	ZYX
ARRB1	ZYX
ZYX	BCAR1
UBE2I	ZYX
SREBF2	ZYX
LASP1	ZYX
ZYX	RABEPK
ZYX	SLX4
ZYX	ENAH
ZYX	TJP2
ZYX	SNX5
SEPT7	VCAM1
SEPT7	HTT
SEPT7	SNW1
TIMM8A	ADRM1
USP14	ADRM1
PSMA6	ADRM1
PSMD5	ADRM1
ADRM1	LRRK2
ADRM1	INO80E
ADRM1	UBQLN2
ADRM1	TIMM13
YWHAB	CCDC6
CSNK2A1	CCDC6
USP7	CCDC6
CCDC6	FBXW7
E2F3	ENOX2
SRPK2	ENOX2
NFE2L2	MAFK
NFE2L2	RBMX
E2F4	CHMP2A
E2F4	MYBL2
E2F4	AP3S2
E2F4	PCM1
E2F4	LIN9
E2F4	LIN54
E2F4	DHX30
E2F4	LIN37
IGFBP7	RBBP8
IGFBP7	ST14
PDCD2	UBC
FKBP5	PDCD2
PDCD2	USP43
PDCD2	PPP6R1
LAMA4	SUMO2
LAMA4	TUBB2A
LAMA4	RIF1
LAMA4	RTN4
EXT1	OSTF1
PSMD5	TP53
PSMD5	LRRK2
PSMD5	BABAM1
MAPK14	PKN1
PKN2	NCK2
PKN2	EIF3G
HSP90AB1	PKN2
PKN2	USP11
MYO9B	PKN2
PKN2	SNW1
PDK1	PKN2
PKN2	WDR20
CDC5L	PKN2
TAF4	TAF12
TAF12	TBP
TAF10	TAF12
TAF12	SNW1
TAF12	TAF1C
TAF12	KAT2B
BATF	KDM1A
CRY1	SNRPD3
CRY1	LTBP4
CSRP2	GABARAPL1
DDB1	MED19
DDB1	E2F3
DDB1	NPHP4
DDB1	KDM4A
DDB1	UBXN7
DDB1	GABARAP
APC	DDB1
DDB1	HTT
DDB1	RPS9
DDB1	WDR5
DDB1	YWHAZ
DDB1	MEF2A
DDB1	UBXN1
DDB1	TLE2
DDB1	SNW1
DDB1	CUL4A
DDB1	BECN1
DDB1	RBBP5
DDB1	NEDD8
DDB1	LRRK2
DDB1	WDR5B
DDB1	RFWD2
DDB1	DDB2
DDB1	COPS5
DDB1	FAF2
DDB1	SNRNP40
CDC5L	DDB1
DDB1	DDA1
DDB1	AMBRA1
DDB1	GABARAPL1
DDB1	WDR26
DDB1	ACTR5
DDB1	BABAM1
DDB1	DDIT4
DDB1	DTL
DDB1	AGO2
DDB1	AGO1
DDB1	INO80
DDB1	EPB41L3
DDB1	GSTK1
DDB1	DYRK1B
DDB1	VPRBP
ENO1	PPP2R5E
PPP2R1A	PPP2R5E
PPP2R5E	CBX5
PPP2R5E	RORC
PPP2CB	PPP2R5E
PPP2CA	PPP2R5E
CSNK2B	PPP2R5E
PPP2R5E	KIF23
PPP2R5E	SGOL2
PPP2R5E	DZIP1
PPP2R5E	ZDHHC17
PPP2R5E	DOCK9
MAPK14	GSTP1
MAPK14	ETS1
ATF2	MAPK14
MAPK14	HIVEP1
MAPK14	NKTR
MAPK14	RPL22
MAPK14	PPM1A
MAPK14	LIMK1
MAPK14	SPTBN1
CENPC	MAPK14
MAPK14	RELA
MAPK14	MEF2C
MAPK14	DUSP4
MAPK14	SRSF5
MAPK14	NFATC4
MAPK14	TAB1
MAPK14	MAPK11
MAPK14	MAPKAPK3
MAPK14	DUSP7
MAPK14	ROBO1
MAPK14	CCDC14
MAPK14	DDX26B
MAPK14	SUPT20H
MAPK14	COPS5
MAPK14	CCDC97
BICD1	MAPK14
MAPK14	CAMKK2
MAPK14	SRPK1
MAPK14	MKNK1
MAPK14	DUSP16
MAPK14	PAK6
YBX1	MRPL23
CDC37	ICK
IFIT3	CDC37
LMX1B	CDC37
ULK1	CDC37
PRDM1	CDC37
APP	CDC37
FYN	CDC37
YES1	CDC37
BRAF	CDC37
NPR2	CDC37
ERBB3	CDC37
NOS3	CDC37
GCH1	CDC37
GTF2F1	CDC37
TIE1	CDC37
LONP1	CDC37
PRKCI	CDC37
LIMK2	CDC37
RAD23A	CDC37
FOXM1	CDC37
DMWD	CDC37
STK4	CDC37
MRPL28	CDC37
PRKAA1	CDC37
MAPK7	CDC37
CDC37	IFIT5
RIPK1	CDC37
CUL3	CDC37
CDK13	CDC37
ZNF266	CDC37
CDC37	LRRK2
CDC37	CC2D1A
NFRKB	CDC37
CDC37	ULK3
CDC37	CDC37L1
CDC37	GTF2IRD2
CDC37	RASSF3
ULK2	CDC37
CDC37	PDIK1L
CDC37	PPHLN1
CDC37	DUS3L
TESK2	CDC37
CDC37	ZNF587
CDC37	NOC4L
CDC37	NUAK2
CDC37	WDR13
CDC37	TUT1
CDC37	C19orf44
CDC37	NCOA5
ZBTB40	CDC37
CDC37	FKBPL
CDC37	FBXW2
AKT3	CDC37
CDC37	STK38L
TRAF6	CDC37
CDC37	SNX5
IKBKG	CDC37
DPYSL2	HTT
DPYSL2	IQCB1
DPYSL2	DISC1
PTBP3	SNRNP35
ILK	SNRNP35
TAB1	SNRNP35
RBBP7	CDK2AP1
RBBP7	NCOR1
RBBP7	MTA2
RBBP7	MBD3
ESR1	RBBP7
RBBP7	RBL1
RBBP7	CBX5
HCFC1	RBBP7
GRB2	RBBP7
ILK	RBBP7
RBBP7	SNW1
DDB1	RBBP7
RBBP7	LRRK2
RBBP7	DHX30
RBBP7	ZGPAT
RBBP7	APPL2
RBBP7	BAP1
HDAC2	RBBP7
CDC5L	RBBP7
RBBP7	PARK7
RBBP7	MTA3
RBBP7	ATG10
RBBP7	MIS18A
RBBP7	APPL1
CDC42	MAP3K11
EPS8	MAP3K11
MAP3K11	PIN1
TAF9	TBCA
TAF9	MED26
APP	TAF9
TAF9	TBP
BRCA1	TAF9
SMARCA4	TAF9
ATP5I	TAF9
RPL26	TAF9
TAF9	WDR5
TAF9	YWHAE
RPS24	TAF9
ANK2	TAF9
TAF9	UBXN1
TAF9	SNW1
TAF9	TRA2A
TAF9	NCOA2
TAF9	RBM48
TAF9	UBE2Q2
TAF9	KAT2B
TAF9	USP22
TAF9	NOP58
FXN	SDHA
ECM1	SRPK1
BAK1	DFFA
BAK1	BCL2L11
BAK1	MYCBP2
BAK1	FRYL
BAK1	BCL2
BAK1	FBL
BAK1	VDAC2
BAK1	HSD17B4
ARHGDIA	BAK1
BAK1	ACTR2
BAK1	UBE3A
BAK1	AKAP13
BAK1	SRRM2
EEF1A1	NREP
NTRK2	POLR2G
HTT	STX1A
MDM2	STX1A
STX1A	CCSER2
AP2M1	MEA1
IFIT3	SRSF7
SRSF7	GABARAP
ESR1	SRSF7
PRKACA	SRSF7
SRSF7	EIF4A3
CLK3	SRSF7
HDGF	SRSF7
SRSF7	GABARAPL2
MAGOH	SRSF7
CDK6	SRSF7
SRSF7	SNW1
SRSF7	SF3A2
RBBP6	SRSF7
SRSF7	SRPK1
CDC5L	SRSF7
SRSF7	MAP1LC3B
SRSF7	GABARAPL1
SRSF7	MAP1LC3A
SRSF7	NXF1
CPSF6	WBP4
CPSF6	GABARAP
PTBP3	CPSF6
FN1	CPSF6
MME	CPSF6
CPSF6	GABARAPL2
CSNK2A1	CPSF6
SRPK2	CPSF6
CPSF6	GABARAPL1
CPSF6	MAP1LC3A
DVL2	TAZ
DBN1	SNUPN
DBN1	ESR1
DBN1	TPT1
DBN1	VCAM1
ARRB2	DBN1
DBN1	GRB2
CDK5	DBN1
BTK	DBN1
BAK1	DBN1
DBN1	LRRK1
DBN1	MEST
DBN1	ULK2
DBN1	PVRL2
DBN1	LRCH3
DBN1	DUSP23
DBN1	MAP1LC3B
DBN1	MAPRE3
SMS	MAPKAPK3
EZH2	MAPKAPK3
MAPKAPK3	COPS6
MYC	NFIL3
NFIL3	CBX8
FN1	FSCN1
ATF2	FSCN1
FSCN1	VCAM1
GRB2	FSCN1
GNAS	FSCN1
FSCN1	MAPK8IP2
FSCN1	IQCB1
FANCD2	FSCN1
PLXNB3	FSCN1
MAPK6	PDLIM1
HIP1	MAPK6
MAPK6	DSCR3
MAPK6	ARPC3
MAPK6	PHGDH
MAPK6	MAP3K7
CA12	MAPK6
DKC1	MAPK6
MAPK6	EDF1
NDUFS6	MAPK6
MAPK6	GLRX3
MAPK6	WFS1
MAPK6	ZNF205
MAPK6	TDP2
GPX1	MAPK6
MYBL2	MAPK6
MAPK6	RARA
PRKAR1A	MAPK6
MAPK6	HSP90B1
JUNB	MAPK6
MDK	MAPK6
CFL1	MAPK6
MCM3	MAPK6
MGAT1	MAPK6
CALR	MAPK6
MAPK6	SHC1
CCND3	MAPK6
HNRNPH3	MAPK6
MAPK6	TTK
MAPK6	EIF1
MAPK6	ACTR1B
ARHGDIA	MAPK6
CSE1L	MAPK6
CDH13	MAPK6
MAPK6	C21orf59
EIF4A1	MAPK6
MAPK6	RAB2A
MAPK6	UBA52
MAPK6	GNB2L1
ACTG1	MAPK6
MAPK6	UBE2L3
KLC1	MAPK6
MAPK6	MAP3K12
ANK3	MAPK6
MAPK6	ITGB3BP
MAPK6	DCTN2
MAPK6	SNW1
MAPK6	RAB31
HNRNPD	MAPK6
PPP1R7	MAPK6
MAPK6	ITSN1
DBN1	MAPK6
MAPK6	SNAPC4
MAPK6	SUSD4
MAPK6	CRELD2
MAPK6	ZNF600
MAPK6	GALNT7
MAPK6	MON1A
PHC2	MAPK6
MAPK6	FBXL16
MAPK6	ZNF579
MAPK6	PTPMT1
MAPK6	NELFB
MAPK6	PVRL2
MAPK6	WDR34
MAPK6	SLC41A3
MAPK6	METTL2A
MAPK6	MBOAT7
MAPK6	RANBP9
MAPK6	CYTH2
MAPK6	EIF3C
MAPK6	GORASP1
MAPK6	MTG2
MAPK6	ZNF331
MAPK6	HAUS2
MAPK6	PIH1D1
MAPK6	SEPT3
MAPK6	HACL1
MAPK6	NUDT5
MAPK6	RRP7A
MAPK6	KNSTRN
PRKAB1	MAPK6
MAPK6	PLEKHM1
ESR1	HIF1A
HIF1A	HSP90AA1
HIF1A	HSP90AB1
ARRB1	HIF1A
HIF1A	VCP
HIF1A	HDAC4
CSNK2A1	HIF1A
HDAC1	HIF1A
HIF1A	PIAS4
HDAC2	HIF1A
HIF1A	FAF2
HIF1A	EGLN2
HIF1A	EGLN1
HIF1A	SENP3
HIF1A	EGLN3
HIF1A	SEPT9
IFI16	SP1
E2F1	IFI16
ZSCAN26	LRRK2
ZSCAN26	LSM7
DECR1	PTTG1
DECR1	ESR1
DECR1	VCAM1
NDUFA2	NDUFA5
MYC	NDUFA5
FN1	NDUFA5
DMWD	NDUFA5
NDUFA5	SQSTM1
NDUFA5	BABAM1
DYSF	DGKD
CDC5L	UBE2S
RBCK1	UBE2S
TNPO3	UBE2S
GABARAPL1	QPCT
GUK1	IQCB1
BST2	HAGH
HIST2H2BE	GABARAP
SUMO3	HIST2H2BE
HIST2H2BE	GABARAPL2
SUMO1	HIST2H2BE
NEDD8	HIST2H2BE
HIST2H2BE	GABARAPL1
HIST2H2BE	MAP1LC3A
APC	LAMA3
LAMA3	SIRT1
NDUFA2	NDUFA9
NDUFA9	NDUFS3
FN1	NDUFA9
MME	NDUFA9
HTT	NDUFA9
ICT1	NDUFA9
NDUFA9	NOA1
NDUFA9	NDUFAF1
SMAD3	PCK2
SRC	PTPN21
DUSP6	MAPK3
DUSP6	SRPK1
DUSP7	GHR
DUSP7	MAPK1
HSP90AB1	DDR2
DDR2	CDC37
HADH	STAT1
HADH	UBA5
CYP51A1	ETS1
GRB2	UGP2
AOC3	PRRG4
ARRB2	PFKFB3
ARRB1	PFKFB3
GSK3B	PFKFB4
CSNK2B	PFKFB4
THRA	TXNRD1
TPD52L1	PAK6
TPD52L1	YAE1D1
E2F3	IMMT
EIF3H	IMMT
MYC	IMMT
TK1	IMMT
ATF2	IMMT
VCAM1	IMMT
NOS3	IMMT
HMOX2	IMMT
KPNA2	IMMT
ATXN1	IMMT
EP300	IMMT
CLN3	IMMT
BECN1	IMMT
IMMT	CDC37
IMMT	LRIF1
PDE4DIP	IMMT
TUBGCP3	IMMT
IMMT	TAF1D
IMMT	DISC1
IMMT	AGO1
HDAC1	ZNF827
UBE2L6	LONRF1
SAV1	CPEB4
XRCC3	ZSWIM7
RAD51D	ZSWIM7
ZSWIM7	SWSAP1
EIF4A2	HNRNPUL2
HNRNPUL2	RNF169
MAP1LC3A	HNRNPUL2
OTUD5	LONRF2
MYC	CSPP1
GRB2	ARHGAP12
MYC	ZBTB40
CSNK2A1	INF2
UBE2R2	INF2
PDS5A	TIRAP
PDS5A	MAVS
WAPAL	PDS5A
STAG2	PDS5A
STAG1	PDS5A
PDS5A	CDCA5
SMC3	PDS5A
KIAA0753	SAV1
MYC	RFX7
MAP4K4	KIF26B
SMAD2	KIAA1109
ZNF423	CEP290
RXRA	ZNF423
SDCCAG8	ZNF423
SAV1	KIF7
USP22	KIF7
GABARAPL2	AAK1
AP2M1	AAK1
AAK1	ATP13A2
SMAD2	KIAA1033
SFN	SHROOM1
OBFC1	CTC1
GABARAP	TSR1
HDGF	TSR1
SUMO3	TSR1
YWHAZ	TSR1
TSR1	RNF169
TSR1	CBX8
RALGAPB	RALGAPA2
PKM	ZXDC
JOSD2	TYSND1
FKBP5	CCDC57
MLF1	FBXO18
ZDHHC17	QRICH1
CD2BP2	SMU1
CHM	SMU1
MFAP1	SMU1
GRB2	SMU1
CUL4B	SMU1
SMU1	MRFAP1L1
LSM4	SMU1
ATG2A	WIPI1
ATG2A	MAP1LC3B
ATG2A	GABARAPL1
BRE	ATG2A
WDR45	ATG2A
CSNK2A1	FHOD3
AP5M1	AP5B1
JUN	SLC4A8
HLA-DMA	U2AF2
APC	FAM214A
MED26	LEPRE1
MYC	LEPRE1
H2AFX	LEPRE1
WDR48	LEPRE1
LEPRE1	MAP1LC3B
ESR1	HNRNPA1L2
HSPA5	HNRNPA1L2
PAK4	LRRK1
GNAZ	LRRK1
FGFR2	LRRK1
ECHS1	LRRK1
LRRK1	TIRAP
LYZ	LRRK1
ODF2	LRRK1
LRRK1	LRRK2
KIAA1217	LRRK1
CKAP2	LRRK1
LRRK1	ITCH
NEK1	LRRK1
LRRK1	NUDT16L1
FOXP1	LRRK1
CWC15	LRRK1
TRMT112	LRRK1
STUB1	LRRK1
SNX9	LRRK1
ARRB2	TWISTNB
PPP1CC	TWISTNB
TAF1D	TWISTNB
TTC4	EDRF1
HSP90AA1	EDRF1
BCL2L1	EDRF1
ZDHHC17	EDRF1
EDRF1	DUSP23
EDRF1	GEMIN7
PCGF3	UBE2C
PCGF3	CBX6
HSP90AB1	PCGF3
CSNK2A2	PCGF3
RNF2	PCGF3
PCGF3	CBX8
MAP7D1	RBM48
MAP7D1	VOPP1
MAP7D1	MAP1LC3A
USP20	MAP7D1
CHD9	MED19
FN1	LSM12
ARRB2	UBA52
ARRB1	UBA52
RHOD	ADCK5
ICT1	ALDH1L2
PTBP3	BBS9
BBS9	BBS7
BBS9	BBS5
BBS1	BBS9
BBS9	BBS10
BBS9	TTC8
BBS4	BBS9
BBS2	BBS9
BBS9	LZTFL1
ITGB5	GON4L
DISC1	GNPTAB
PRKACA	CCDC88A
YWHAH	CCDC88A
CCDC88A	PARD3
PIH1D1	CCDC88A
MDFI	RABL6
GABARAP	TIMM50
ERBB2	TIMM50
CBX5	TIMM50
ILK	TIMM50
COX15	TIMM50
DNAJA4	TIMM50
TIMM21	TIMM50
MAP1LC3B	TIMM50
GABARAPL1	TIMM50
MAP1LC3A	TIMM50
HDAC6	TIMM50
ILK	ZNF568
MYC	ASXL1
ESR1	GLYR1
GEMIN4	GLYR1
UCHL1	CCDC14
CCDC14	CEP63
CRY2	ATXN1
SMARCD1	SUV420H1
LARP7	PRPF40A
MCM7	LARP7
YBX1	LARP7
JMJD6	LARP7
LARP7	SLX4
NR4A1	PREPL
PREPL	USP22
ABL1	CDON
EPS8	TPRN
MYC	ARID4B
CTNNB1	ARID4B
E2F1	ARID4B
HDAC1	ARID4B
HDAC2	ARID4B
ICT1	MRPL51
BCL7A	CBX5
PTBP3	FLYWCH1
USP11	AMOT
PRKAA2	AMOT
SMC1A	AMOT
ARHGAP17	AMOT
WWC1	AMOT
MPP5	AMOT
TTN	AMOT
COPS5	AMOT
WWTR1	AMOT
SAV1	AMOT
MOB1A	AMOT
USP42	AMOT
TMEM259	TMEM173
PAN2	PAN3
PAN2	TNRC6C
SRPK2	C4orf46
LIN52	LIN9
LIN52	LIN54
LIN37	LIN52
ACTL6A	EPC2
VPS72	EPC2
EPC2	MRGBP
RUVBL2	EPC2
ARHGAP29	SIRT1
RPLP1	PDCD4
EIF4G1	PDCD4
EIF4A2	PDCD4
PDCD4	LRRK1
PDCD4	LRRK2
FBXW11	PDCD4
TTN	FNDC3B
MEIS1	CRTC2
CREBBP	CRTC2
SIK3	CRTC2
PTBP3	CEP55
MYC	CEP55
CEP55	CEP57L1
HNRNPH3	C17orf85
PTBP3	C11orf73
NUP62	C11orf73
UBXN7	KLHL12
UBXN1	KLHL12
KLHL12	MAP1LC3B
KLHL12	MAP1LC3A
RANBP2	PDLIM3
PALLD	PDLIM3
RPS20	PLEKHO1
PLEKHO1	SMURF1
PARP10	OARD1
CLN3	HSD17B12
BECN1	HSD17B12
HSD17B12	HDAC11
USP39	USP12
FN1	USP39
SP1	USP39
MCM7	USP39
USP39	SNW1
CDC5L	USP39
UBXN7	KLHL22
UBXN1	KLHL22
COPS6	KLHL22
NUDCD3	KLHL22
COPS5	KLHL22
FAF1	KLHL22
MYC	AGK
ICT1	AGK
AGK	AGO4
LACTB2	NAGK
TP53	PYCRL
ULK2	PYCRL
PRMT6	PYCRL
PLEKHA5	CCDC92
CEP164	CCDC92
NUDCD3	KLHL26
NUDC	KLHL26
TSSC1	TXN
CDK2	TSSC1
PSMD2	TSSC1
TSSC1	NUDCD3
TSSC1	CCAR2
TSSC1	SERBP1
PFDN5	TSSC1
TSSC1	MOB1A
TSSC1	FKBPL
TSSC1	STUB1
TTK	CDCA8
CBX5	CDCA8
NEK3	CDCA8
AURKB	CDCA8
INCENP	CDCA8
MYC	FASTKD1
ICT1	FASTKD1
COA3	TMEM177
TAF1C	TAF1B
TAF1B	TAF1A
SRPK1	TAF1B
TAF1B	TAF1D
INO80D	INO80E
MCRS1	INO80D
INO80D	INO80B
INO80D	ACTR8
UCHL5	INO80D
EEF1G	MLH1
PPP1CA	WDR81
MYC	SGOL2
PPM1A	SGOL2
TRAF3IP1	CCDC93
COA3	OCIAD2
TNRC6A	PAN3
TNRC6C	PAN3
TNRC6B	PAN3
MYC	GEMIN5
DCAF6	CBX2
DCAF6	SMURF2
COPS2	BABAM1
DDX17	CDC37
PPP2CB	STRN4
PPP2CA	STRN4
MOB4	STRN4
PTP4A3	TMEM41B
SUMO1	ZMYND11
SNW1	ZNF326
HDAC11	ZNF326
MAP1LC3B	ZNF326
MAP1LC3A	ZNF326
AGO1	ZNF326
GABARAPL2	NOM1
TFCP2	NOM1
SMAD3	ZC3H12A
EP300	ZC3H12A
AIMP2	ZC3H12A
BTRC	ZC3H12A
MEST	MPZL2
MEST	ZNF205
MEST	ABCD3
MEST	BLOC1S2
MEST	ZNF579
MEST	CEP70
MEST	CMTM3
MEST	SMYD3
MEST	SNX7
SFN	PDZD11
YWHAH	PDZD11
SIGMAR1	PDZD11
CENPT	CENPW
PPP6C	PPP6R3
GRB2	PPP6R3
PPP6R3	MOB1B
PPP6R3	HDAC11
MOB1A	PPP6R3
PPP6R3	USP36
USP21	PPP6R3
PPP6R1	PPP6R3
DDA1	DCAF17
MYC	KIAA2026
CREB1	KIAA2026
SRPK2	FAM76B
GRB2	SH3D19
MYC	NOMO2
ETS1	NOMO2
UBE3A	NOMO2
LRRK2	NOMO2
SAV1	MIA3
CSNK2A1	WDR44
CEP63	DDX26B
YWHAB	DOCK11
HTT	DOCK11
EHMT2	PRRC2B
USP3	PRRC2B
AXIN1	AMER1
APC	AMER1
ESR1	RRP12
RRP12	HDAC11
RRP12	DDX56
GABARAP	COA6
TOR1AIP1	LRRK2
HSPB1	CEP78
SQSTM1	CEP78
ICT1	AARS2
ARRB2	SPIN3
SMAD2	PCID2
TIA1	HABP4
FXR1	HABP4
RPL38	HABP4
SRSF2	HABP4
FMR1	HABP4
CIRBP	HABP4
PPP1CA	MIIP
EXOC1	COLEC12
CBX7	SPECC1
GRB2	SPECC1
CBX5	ZNF569
CDC37	ZNF569
SMEK2	PPP4R2
GABARAPL1	WDR45B
BECN1	WIPI1
HDAC1	BRMS1L
DNTTIP2	HDAC11
DCAF10	SLX4
RABGAP1L	RABGAP1
HDGF	EXOSC6
SNW1	EXOSC6
EXOSC2	EXOSC6
DIS3L	EXOSC6
EXOSC4	EXOSC6
EXOSC3	EXOSC6
RPA2	RBM48
ANXA7	RBM48
CDKN1A	RBM48
BID	RBM48
FAM118B	RBM48
NKRF	LRRK2
WIPF1	LRRK2
ZFAND5	LRRK2
BAG2	LRRK2
ABL1	LRRK2
HMGN2	LRRK2
PRKACA	LRRK2
SFN	LRRK2
IRS1	LRRK2
PPP1CC	LRRK2
ETV5	LRRK2
MLLT3	LRRK2
RPS13	LRRK2
TUBB4B	LRRK2
DNM1	LRRK2
EEF1A2	LRRK2
POLE	LRRK2
RGS1	LRRK2
PAK1	LRRK2
MTA1	LRRK2
MAPK8IP2	LRRK2
RIPK1	LRRK2
TUBB2A	LRRK2
TRADD	LRRK2
LRRK2	EOGT
RNF219	LRRK2
SMEK1	LRRK2
LIMS2	LRRK2
CHERP	LRRK2
ZZZ3	LRRK2
LRRK2	C8orf59
ARFGAP1	LRRK2
DBF4B	LRRK2
NUP133	LRRK2
TRIB2	LRRK2
UFD1L	LRRK2
DVL3	LRRK2
NSL1	LRRK2
NEK1	LRRK2
BAG1	LRRK2
SH3GL1	LRRK2
TCF25	LRRK2
WIBG	LRRK2
EPS8L2	LRRK2
MKNK2	LRRK2
GPBP1L1	LRRK2
MRGBP	LRRK2
LRRK2	CUEDC1
CWC15	LRRK2
CDC42EP3	LRRK2
AGO2	LRRK2
BAG5	LRRK2
DAPP1	LRRK2
STUB1	LRRK2
SNX9	LRRK2
SRPK2	ATAT1
VCAM1	NUP188
CHM	NUP188
G3BP1	NUP188
IQCB1	NUP188
NUP188	SLX4
NUP188	AHCTF1
ICK	NUP188
GABARAP	HP1BP3
HSP90AA1	HP1BP3
VCAM1	HP1BP3
HP1BP3	RIOK2
PIK3CA	VARS2
ICT1	VARS2
CEP170	SNAPIN
MYC	CEP170
YWHAB	CEP170
PPP1CA	CEP170
CEP170	TNKS2
CEP170	DISC1
CEP170	KIF3A
SNW1	LDLRAP1
GRB2	C1orf27
SNAPC4	ATG16L1
CDC5L	SNAPC4
RCC1	BCAR3
RCC1	TNIK
SUMO1	ZNF362
DAAM1	FNBP1L
ICT1	RARS2
TRMT10C	RARS2
FKBP15	STRN3
EIF4A3	ZC3H13
MAGOH	ZC3H13
YWHAZ	ZC3H13
CSNK2A1	ZC3H13
PLK1	C9orf114
CSNK2B	C9orf114
MPP7	AMOT
MAPK14	TMEM63B
ANXA1	LRIF1
TK1	LRIF1
RCC1	LRIF1
ANXA7	LRIF1
CDKN1A	LRIF1
CBX5	LRIF1
CBX3	LRIF1
PIN1	LRIF1
TSC22D1	LRIF1
LRIF1	SUV39H2
LRIF1	KIAA1377
KCNE3	LRIF1
HSP90AB1	HECTD3
SMAD2	HECTD3
MAVS	HECTD3
ZDHHC17	HECTD3
UBR4	UBXN7
SRGN	UBR4
VCAM1	UBR4
UBE2A	UBR4
SHFM1	UBR4
GRB2	UBR4
UBE2B	UBR4
UBR4	UBXN1
BIRC3	UBR4
BIRC2	UBR4
FAF2	UBR4
FAF1	UBR4
ARRB1	STXBP5
CDK2	CCNJ
FHL2	KIAA1217
TULP3	ARHGAP21
SFN	ARHGAP21
ARRB2	ARHGAP21
YWHAZ	ARHGAP21
SUMO3	BEND3
SUMO1	BEND3
HDAC1	BEND3
BEND3	RNF169
RIOK2	BEND3
USP21	BEND3
SKIL	CAMSAP1
SMAD1	CAMSAP1
YBX1	MRPL2
ICT1	MRPL2
MRPL2	SMURF2
G3BP2	UBAP2
SUV39H1	PHF19
CEP97	KIF24
CEP76	KIF24
ZNF16	GORAB
HSD17B7	GORAB
BET1L	GORAB
CSNK1A1	ZNF618
ATXN1	RBM26
PPP1CA	RBM26
RBM26	KBTBD7
MYC	ATAD3B
TP53	ATAD3B
USP11	ATAD3B
ICT1	ATAD3B
ATAD3B	AGO3
AGO1	ATAD3B
USP20	ATAD3B
DYRK1B	ATAD3B
ANXA7	CPSF3L
PLK1	CPSF3L
CSNK2B	CPSF3L
DSE	CPSF3L
SMAD3	CPTP
ECM1	CPTP
CPTP	LRRK2
INPP5K	CPTP
XPO1	DCAF8
SUV39H1	DCAF8
KPNA1	DCAF8
KPNB1	DCAF8
PRMT1	DCAF8
MYC	ZCCHC11
GABARAPL2	ZCCHC11
CBX1	ZCCHC11
ZCCHC11	TIFA
CEP162	ANKRD28
CEP162	KDM1A
USP43	MAGI3
MED28	MAGI3
PEA15	AK9
PRKAB2	SH3PXD2A
YWHAB	SH3PXD2A
PRKAA2	SH3PXD2A
GRB2	SH3PXD2A
FLT1	TMCO4
CBX6	AHDC1
CBX5	AHDC1
ESR1	VPS13D
HSP90AA1	PRR14L
PPP2R1A	PRR14L
PPP2CB	PRR14L
PPP2CA	PRR14L
LIN54	LIN9
LIN37	LIN9
CROCC	PTBP3
MYC	CROCC
CROCC	HDAC8
USP7	MEX3C
ARRB2	UBB
ARRB1	UBB
UBB	UBE2E3
NLK	FAM222A
RASIP1	ARFGAP1
MYC	RIF1
RPA2	RIF1
PPP1CC	RIF1
CBX5	RIF1
PPP1CA	RIF1
GRB2	RIF1
STX5	RIF1
CLN3	RIF1
ITGB3BP	RIF1
SNW1	RIF1
RIF1	AMOT
RIF1	LRRK2
RIF1	PSPC1
RIF1	HDAC11
SMARCD1	RIF1
CDC5L	RIF1
PRMT1	RIF1
RIF1	RMI1
SIRT3	RIF1
POT1	RIF1
